name,age,lifestyle,zip code,family status,car,sports,earnings,label,Living area
xS3VxRgw,43.0,healthy,97747.0,single,practical,soccer,100343.0,no response,urban
vmP3btuk,23.0,cozily,61392.0,married,expensive,athletics,92517.0,no response,urban
gETWOg2o,19.0,healthy,56761.0,single,expensive,soccer,135220.0,no response,urban
NSgZ5ytH,62.0,active,42550.0,married,practical,badminton,26587.0,response,rural
ym1pV5c2,50.0,cozily,37679.0,single,practical,athletics,23336.0,no response,rural
OJwykHVd,45.0,healthy,86967.0,married,expensive,badminton,123171.0,no response,rural
fzWkD2zg,38.0,cozily,54104.0,married,expensive,badminton,121265.0,no response,urban
ktwKrglQ,62.0,active,30046.0,married,practical,,145612.0,response,urban
fdKFD17A,50.0,healthy,49474.0,single,expensive,athletics,68187.0,no response,rural
VTtBSy3e,54.0,healthy,58560.0,married,practical,athletics,28692.0,no response,urban
2mYdGuGN,67.0,healthy,57795.0,married,expensive,badminton,21191.0,response,urban
kB3ycFQt,28.0,cozily,21726.0,single,expensive,badminton,149825.0,response,urban
DMuUSqpU,43.0,active,51666.0,single,practical,athletics,50074.0,no response,urban
CKggzmWR,51.0,active,56698.0,single,expensive,badminton,112438.0,no response,urban
FjHQcojR,37.0,healthy,30180.0,married,practical,badminton,137491.0,no response,urban
VSRS1iBE,61.0,healthy,85605.0,married,expensive,badminton,60858.0,response,urban
Lc3zU5Zo,52.0,active,19901.0,single,practical,badminton,100940.0,no response,urban
CjbnaDK0,40.0,healthy,64852.0,single,practical,athletics,29345.0,no response,urban
4qGucRFg,32.0,cozily,87536.0,married,practical,soccer,61963.0,no response,rural
VM1EAwUI,19.0,cozily,62405.0,single,expensive,soccer,54730.0,no response,urban
A9kdxVDa,24.0,cozily,52191.0,married,expensive,athletics,56334.0,no response,urban
ZplnRWsn,61.0,active,17919.0,married,practical,badminton,55503.0,response,rural
GyWmVlSA,52.0,healthy,81790.0,single,practical,badminton,46764.0,no response,urban
AuLtH3rg,56.0,cozily,43813.0,single,expensive,badminton,138644.0,response,urban
4rbKgmLC,64.0,active,91758.0,married,expensive,,138356.0,response,urban
kXi5g0xj,53.0,cozily,18053.0,married,expensive,athletics,72227.0,no response,urban
aM9h8is6,61.0,active,81107.0,single,practical,soccer,143226.0,no response,urban
RH71xfT3,27.0,healthy,91911.0,married,practical,,67930.0,no response,urban
Cbjcmkdh,56.0,cozily,51009.0,single,expensive,,24081.0,response,rural
P11eA83n,20.0,cozily,73451.0,married,expensive,soccer,119314.0,no response,rural
TXRgdypf,32.0,active,20572.0,single,practical,athletics,122926.0,no response,urban
wRy0Us0e,51.0,healthy,36046.0,married,expensive,badminton,91149.0,no response,rural
DvBac9qO,53.0,cozily,37394.0,single,practical,badminton,94970.0,no response,urban
tQrBso1V,69.0,active,22672.0,married,practical,badminton,91643.0,response,urban
8RJyguZ1,62.0,cozily,67554.0,married,practical,soccer,68264.0,response,rural
H9xsLqig,39.0,cozily,53647.0,married,expensive,soccer,74206.0,no response,urban
2hWlbZaA,20.0,active,56914.0,single,practical,athletics,101307.0,no response,urban
sr83QmuE,45.0,active,55704.0,married,practical,athletics,46533.0,no response,urban
PDhxg6rs,43.0,healthy,49685.0,single,expensive,athletics,58922.0,no response,urban
tPdzswjA,26.0,healthy,89512.0,married,expensive,badminton,38041.0,no response,urban
5jVvk010,61.0,active,69230.0,married,expensive,athletics,72672.0,response,rural
sGcmMcAM,21.0,active,95738.0,married,expensive,athletics,121515.0,no response,urban
0A87rRrI,24.0,healthy,11175.0,married,practical,soccer,70231.0,response,rural
YEH30y2I,54.0,healthy,44984.0,married,practical,soccer,139115.0,no response,urban
V9vF98fy,26.0,active,75171.0,single,practical,,123262.0,no response,rural
R9qlmtiN,40.0,cozily,78964.0,married,practical,soccer,22533.0,no response,urban
veXJC3A3,25.0,cozily,63029.0,single,practical,soccer,92227.0,no response,rural
BMAe4Rt6,60.0,cozily,84741.0,single,practical,soccer,149656.0,response,rural
cQsjpHDt,48.0,healthy,80086.0,married,practical,badminton,145737.0,response,urban
17TdtBmU,51.0,healthy,79412.0,married,practical,badminton,109825.0,no response,rural
EPqBM57o,40.0,active,99339.0,single,practical,,109843.0,no response,urban
PIuRqSut,62.0,cozily,35131.0,single,expensive,soccer,61250.0,response,rural
rEAEEmZk,48.0,cozily,41897.0,single,practical,badminton,91220.0,no response,urban
LY4nwAPW,65.0,healthy,25155.0,married,practical,badminton,143927.0,response,rural
4RDtE7D7,25.0,healthy,71385.0,married,expensive,badminton,126668.0,no response,urban
dUOwOFbh,27.0,healthy,91718.0,single,practical,,28717.0,no response,urban
uikA6mlx,23.0,active,63833.0,single,practical,badminton,26056.0,no response,urban
rgyBdynW,41.0,active,62764.0,married,practical,badminton,119205.0,no response,urban
VPZSrLtA,16.0,active,30330.0,married,expensive,badminton,20130.0,no response,rural
qNThXYN9,52.0,cozily,19516.0,single,practical,,28156.0,no response,urban
gmVavmcZ,40.0,cozily,31301.0,single,expensive,athletics,138542.0,no response,rural
axEGetck,27.0,cozily,92702.0,married,expensive,athletics,87506.0,no response,rural
hsm3wwZ5,31.0,active,85562.0,married,practical,badminton,120871.0,response,rural
z0Qe89JL,69.0,healthy,30561.0,married,expensive,soccer,43431.0,no response,urban
2akCWKCj,51.0,healthy,37742.0,married,expensive,soccer,38570.0,no response,rural
vuq0S29y,17.0,active,45745.0,married,expensive,badminton,146491.0,response,urban
bwG6vpAZ,56.0,healthy,91792.0,single,practical,,72743.0,response,urban
DkIT2fCa,15.0,cozily,48558.0,married,practical,,136931.0,no response,urban
oz2olO3o,64.0,active,16224.0,single,practical,badminton,30321.0,response,urban
bFstWtth,56.0,cozily,31838.0,married,practical,athletics,52644.0,response,rural
elqhrE7o,16.0,cozily,82005.0,married,practical,soccer,149627.0,response,rural
2d88fAji,24.0,cozily,91140.0,married,expensive,badminton,121121.0,no response,urban
OB519fUT,27.0,cozily,97458.0,married,expensive,soccer,96665.0,no response,urban
hoV6DJHf,22.0,active,40061.0,married,practical,badminton,39314.0,no response,urban
OBFToxcr,24.0,healthy,25746.0,married,practical,badminton,121653.0,no response,rural
QmUhWbbv,56.0,active,44008.0,single,expensive,soccer,69760.0,no response,rural
dz1usmr3,57.0,healthy,81161.0,single,expensive,soccer,69888.0,response,rural
YqHwgkXj,17.0,cozily,83772.0,married,practical,badminton,80916.0,no response,urban
CcL8Izpl,34.0,cozily,89749.0,married,practical,soccer,130301.0,no response,urban
uQYAkEUs,33.0,healthy,54312.0,married,practical,soccer,131813.0,no response,rural
LQsG1SQD,28.0,healthy,99910.0,married,expensive,badminton,64708.0,response,rural
89NkjQF8,37.0,healthy,30421.0,married,expensive,athletics,66145.0,no response,urban
wWmNJCOj,31.0,active,71818.0,married,practical,badminton,49228.0,no response,rural
NLHPNfYw,26.0,active,62194.0,married,expensive,soccer,138950.0,no response,urban
hg13GbWF,65.0,healthy,88187.0,single,expensive,badminton,149065.0,response,urban
6evTwUl3,32.0,healthy,50107.0,single,expensive,badminton,57800.0,no response,rural
DWwQ3dJ7,20.0,active,19349.0,married,practical,badminton,45908.0,no response,rural
V81I2Pvf,19.0,healthy,16986.0,married,practical,soccer,105215.0,no response,urban
xeIU8F5T,36.0,cozily,87641.0,married,practical,athletics,118439.0,no response,urban
8Ulu2NQT,32.0,cozily,55293.0,single,practical,badminton,54418.0,no response,rural
Y4mDO04j,49.0,cozily,60490.0,single,practical,athletics,88925.0,no response,urban
YGQZZu0g,41.0,healthy,64069.0,married,practical,badminton,83762.0,no response,urban
NeL9KH6c,54.0,cozily,99309.0,married,practical,badminton,128869.0,no response,urban
FWJd2iro,17.0,active,70008.0,single,expensive,athletics,132412.0,no response,urban
XNYcMMFV,55.0,active,48226.0,single,practical,,46911.0,no response,urban
MBO8H79F,26.0,cozily,63931.0,married,practical,soccer,96175.0,no response,rural
V6P6O7ch,68.0,healthy,26046.0,single,practical,soccer,123891.0,response,urban
caVM6osE,51.0,healthy,91861.0,married,expensive,athletics,33900.0,no response,rural
9WfjaB0L,59.0,active,32332.0,married,expensive,,102416.0,response,rural
Ez1Jm0Uy,63.0,active,36565.0,married,practical,badminton,129906.0,response,urban
mWZec0Ze,37.0,cozily,68048.0,married,expensive,badminton,145594.0,response,urban
p6yHB22n,16.0,cozily,58114.0,married,expensive,,115431.0,no response,rural
8At14CaD,66.0,cozily,34328.0,single,practical,,126018.0,response,urban
MPc0lrns,58.0,active,76238.0,married,practical,,122974.0,response,urban
w0z4DI2c,46.0,cozily,91613.0,single,expensive,,51165.0,no response,rural
GDoZxhEP,38.0,active,49134.0,married,expensive,soccer,139675.0,no response,urban
ldXQT8JL,56.0,cozily,79682.0,single,practical,soccer,84994.0,no response,urban
s9U97Aii,37.0,cozily,42150.0,single,expensive,soccer,71794.0,no response,urban
0TIaWcEX,38.0,healthy,31860.0,married,practical,soccer,111826.0,no response,rural
rWdTa4L5,59.0,healthy,62316.0,single,practical,soccer,75373.0,response,rural
OBMERwf8,28.0,active,35241.0,single,expensive,badminton,120930.0,no response,urban
bzShaQ30,47.0,cozily,17760.0,single,expensive,athletics,37771.0,no response,urban
l117GfiU,66.0,cozily,48984.0,married,expensive,,99614.0,response,urban
LJFUFk71,32.0,healthy,44917.0,married,practical,athletics,124073.0,no response,rural
mSsMFJUT,49.0,cozily,79385.0,single,practical,badminton,128438.0,no response,urban
pn2RbtQ5,19.0,healthy,87250.0,married,expensive,athletics,21808.0,no response,rural
ZXz6HWG7,66.0,active,86304.0,married,practical,badminton,100756.0,response,rural
msSd5e2Y,60.0,healthy,22552.0,single,practical,soccer,103434.0,response,rural
bEjC8mJv,50.0,active,77733.0,married,practical,athletics,20231.0,no response,urban
w30y56Xm,67.0,cozily,79106.0,married,practical,athletics,29348.0,response,rural
B6KyCTyH,50.0,active,42998.0,married,practical,,141256.0,response,urban
XAboWYkg,20.0,cozily,50374.0,single,practical,,43041.0,no response,urban
VZG0jzZB,63.0,cozily,27408.0,single,practical,badminton,120892.0,response,rural
g02UqQCS,32.0,cozily,75303.0,married,practical,soccer,106645.0,no response,rural
K3NBK2Lw,17.0,healthy,25099.0,married,practical,badminton,126344.0,no response,urban
pEHcvknz,49.0,healthy,74386.0,married,expensive,badminton,110580.0,no response,rural
3kC0Jx4V,31.0,active,28961.0,single,expensive,athletics,100524.0,no response,urban
nzTtUEsc,42.0,cozily,62502.0,married,expensive,badminton,30816.0,no response,rural
a0NgpWik,18.0,active,25768.0,married,expensive,soccer,33825.0,no response,urban
SpXQ62xO,66.0,cozily,55632.0,married,practical,athletics,22894.0,response,urban
D2v6u5np,56.0,cozily,63780.0,married,practical,soccer,82420.0,response,urban
iojAuBXO,66.0,active,52608.0,single,practical,athletics,53086.0,response,urban
OXygiisO,49.0,healthy,91464.0,single,expensive,athletics,86981.0,no response,urban
QbuB3JMU,68.0,healthy,49170.0,single,practical,,104685.0,no response,urban
I64q5bMT,22.0,healthy,55417.0,married,practical,athletics,127171.0,no response,urban
IPqABgYK,38.0,cozily,13526.0,married,practical,soccer,137857.0,response,urban
oFPViw2v,18.0,cozily,45406.0,married,expensive,soccer,73717.0,no response,rural
f5wRcJW8,34.0,cozily,79840.0,married,practical,,34206.0,no response,urban
haBL0eSc,33.0,cozily,11998.0,single,expensive,badminton,24629.0,response,urban
80qBGL6a,64.0,healthy,21285.0,single,practical,athletics,148632.0,response,urban
Llg7mHuz,44.0,healthy,36595.0,single,practical,athletics,31573.0,no response,rural
2u7GT8wE,34.0,healthy,46825.0,married,practical,athletics,66724.0,no response,rural
aDM9ChaR,24.0,healthy,46792.0,married,expensive,,75974.0,no response,rural
CbveUVbi,28.0,active,45344.0,married,practical,athletics,139176.0,no response,urban
78PnxwVE,23.0,active,66749.0,married,practical,badminton,22806.0,no response,rural
DJd9oP30,47.0,cozily,48209.0,single,expensive,badminton,131837.0,no response,urban
kFLOzdNh,45.0,cozily,88777.0,single,practical,athletics,94652.0,response,urban
KSB2ZtEN,69.0,cozily,18917.0,married,expensive,badminton,39064.0,response,urban
4NBZLd8m,16.0,active,64814.0,single,practical,badminton,104249.0,response,urban
HsvZrZAy,59.0,healthy,75519.0,single,practical,badminton,105680.0,no response,rural
DRO7KcjE,18.0,healthy,58097.0,single,expensive,athletics,52840.0,no response,urban
VAtGWKB3,45.0,healthy,86075.0,single,practical,soccer,118321.0,no response,urban
6HEXEyCs,64.0,active,15561.0,single,expensive,athletics,113042.0,response,urban
HzBvxudz,59.0,active,37485.0,married,expensive,badminton,99647.0,response,urban
eLnIwK0O,51.0,active,34512.0,single,expensive,athletics,35502.0,no response,rural
7ajMNCDm,45.0,cozily,46073.0,married,expensive,athletics,106029.0,no response,urban
NzrWeQ51,38.0,active,90391.0,single,expensive,athletics,67038.0,no response,urban
SS4gLvnE,31.0,active,60422.0,single,expensive,,111640.0,no response,rural
nzMWStyc,30.0,active,55188.0,married,practical,badminton,24855.0,no response,urban
rTwzGieE,37.0,active,19583.0,married,practical,soccer,33614.0,no response,urban
SxRMJcPE,41.0,healthy,97005.0,single,expensive,,103087.0,no response,urban
LHORkMp5,18.0,active,23949.0,single,expensive,,59832.0,no response,urban
exIJpvvE,66.0,active,40301.0,married,expensive,soccer,72427.0,response,urban
reka1vyW,54.0,active,98016.0,single,expensive,athletics,139316.0,no response,rural
r1dzNCFC,62.0,cozily,23810.0,married,expensive,,81664.0,response,urban
gApQkROt,16.0,active,51291.0,married,expensive,badminton,41457.0,no response,urban
sOoD0aDV,47.0,healthy,21763.0,single,expensive,athletics,84391.0,no response,urban
63YXxj2C,55.0,cozily,15736.0,single,expensive,badminton,126436.0,no response,urban
EITvaL5E,61.0,healthy,52491.0,single,practical,badminton,38448.0,response,urban
2Qwsdn2S,40.0,cozily,48421.0,single,expensive,badminton,57702.0,no response,urban
xsR45Qm7,54.0,cozily,11160.0,single,expensive,badminton,71714.0,no response,urban
sKtlrkU3,61.0,cozily,71704.0,married,practical,athletics,97411.0,response,rural
8FrYoAX9,30.0,healthy,30012.0,married,practical,badminton,22315.0,no response,rural
nQdZ3EVR,34.0,cozily,69172.0,single,practical,soccer,140368.0,response,urban
zM9URtL2,60.0,healthy,22706.0,single,practical,soccer,138952.0,response,rural
93eEXUQe,38.0,cozily,11996.0,single,practical,badminton,120303.0,response,urban
8TsUZ4AK,47.0,healthy,19254.0,single,practical,soccer,100920.0,no response,urban
lybCY6GJ,62.0,cozily,38661.0,single,practical,athletics,101911.0,response,rural
mTljI4vs,27.0,cozily,74888.0,single,expensive,,124667.0,no response,urban
6GkAmreR,19.0,cozily,15316.0,single,expensive,athletics,60314.0,no response,urban
rihaFcWP,22.0,cozily,11414.0,single,expensive,badminton,45427.0,response,urban
6Xxjxtak,53.0,healthy,28443.0,married,expensive,athletics,131564.0,no response,urban
d2SLdBgS,31.0,healthy,43896.0,single,expensive,badminton,100237.0,no response,rural
3UyuIj4s,34.0,healthy,77733.0,single,practical,athletics,28748.0,no response,rural
6bky8Zhx,20.0,healthy,99848.0,married,expensive,badminton,131635.0,no response,rural
UFQshPD0,41.0,healthy,87577.0,single,expensive,soccer,140740.0,response,rural
ryT2eEoN,20.0,active,16845.0,single,practical,athletics,100837.0,no response,urban
LuZ9UxDL,28.0,healthy,13642.0,single,expensive,athletics,22535.0,response,rural
uhWbcQVx,28.0,cozily,42928.0,married,expensive,athletics,149719.0,response,urban
jIzljkn0,46.0,active,75528.0,married,expensive,badminton,122709.0,no response,urban
D0eVFkhv,46.0,active,10541.0,single,expensive,athletics,139262.0,response,urban
JNMmoXAz,25.0,cozily,86851.0,single,expensive,soccer,36075.0,no response,rural
dkRyBgnW,58.0,cozily,60228.0,single,practical,,41278.0,response,rural
XzIGNSn2,29.0,cozily,39537.0,married,practical,athletics,58414.0,response,rural
99gWoc9M,67.0,active,52927.0,single,practical,soccer,27238.0,response,urban
gl08XPQE,37.0,active,15317.0,single,expensive,,81378.0,no response,rural
PcAap6Qw,40.0,healthy,34482.0,married,practical,athletics,130138.0,response,urban
1apaCLKn,38.0,active,38240.0,single,practical,badminton,87439.0,no response,rural
S9u5RbqW,22.0,healthy,80445.0,single,expensive,soccer,144279.0,response,urban
4t9HHu6f,46.0,active,79273.0,married,expensive,athletics,130287.0,no response,urban
63cwo0jU,39.0,healthy,41255.0,single,expensive,soccer,129230.0,no response,urban
xu8TMGZD,24.0,active,86542.0,married,expensive,badminton,83545.0,no response,rural
oREXjfqM,48.0,cozily,36644.0,married,practical,athletics,39325.0,no response,urban
OGDFE75m,66.0,healthy,81859.0,single,practical,,41060.0,response,rural
yiA8BU5P,47.0,cozily,82767.0,single,expensive,athletics,76388.0,no response,urban
sEcslIgW,68.0,active,90130.0,married,practical,soccer,92715.0,no response,urban
1QDRvh9j,39.0,healthy,99814.0,married,expensive,,85184.0,no response,urban
jhaRPwy9,51.0,cozily,34659.0,single,expensive,soccer,85117.0,no response,urban
q2trI7oJ,17.0,active,91824.0,single,expensive,soccer,107838.0,response,urban
L6SsHiA0,44.0,healthy,80899.0,single,practical,soccer,94333.0,no response,urban
YQQKgSvJ,68.0,cozily,45905.0,married,expensive,badminton,37304.0,response,urban
xeuvjg6q,68.0,cozily,83994.0,single,practical,soccer,132758.0,no response,urban
GieNZ4di,65.0,active,92478.0,single,expensive,badminton,95117.0,response,urban
jACYovdX,62.0,cozily,38243.0,married,expensive,soccer,58451.0,response,urban
1oTNIAQu,56.0,cozily,92282.0,single,practical,badminton,138603.0,response,rural
uETnfbZt,27.0,active,18876.0,married,expensive,badminton,94629.0,no response,urban
d6X2qgzZ,53.0,cozily,28841.0,single,expensive,badminton,136009.0,no response,urban
lNI9hw95,18.0,active,71826.0,married,expensive,badminton,76886.0,no response,rural
NwexaQV7,32.0,active,88246.0,single,practical,badminton,54440.0,no response,rural
cKBjotyG,54.0,active,16647.0,married,practical,soccer,125224.0,no response,urban
zWfTQZOQ,20.0,cozily,99967.0,single,expensive,soccer,44296.0,no response,rural
Gk6J2bpO,62.0,active,73417.0,married,expensive,,64774.0,response,urban
3cq3rNlx,67.0,healthy,82020.0,single,practical,athletics,39711.0,response,rural
aJ5bZkSm,57.0,healthy,91150.0,married,practical,soccer,110842.0,response,urban
eGcljfxa,19.0,cozily,48892.0,married,expensive,soccer,42984.0,no response,rural
pTnukeAS,42.0,cozily,57618.0,single,practical,badminton,71036.0,no response,urban
ns2Fz9Wf,32.0,healthy,65633.0,single,practical,badminton,81618.0,no response,rural
deaIYKW8,35.0,cozily,16704.0,single,practical,,29350.0,no response,rural
u1uLZ1Y8,55.0,active,93199.0,married,practical,badminton,36806.0,no response,rural
6je0L0Op,20.0,healthy,48558.0,married,practical,,59887.0,response,urban
WVrSR8KO,38.0,cozily,78413.0,married,practical,badminton,139116.0,no response,urban
yk5wCiLx,64.0,cozily,57109.0,single,expensive,badminton,140002.0,no response,urban
pxM8fZt5,30.0,healthy,60361.0,single,expensive,badminton,114967.0,no response,rural
6k9S5abu,24.0,healthy,47638.0,married,practical,soccer,146598.0,response,rural
mccLloQ3,35.0,healthy,89545.0,married,practical,,145875.0,response,urban
Vc1x5bsW,64.0,active,69505.0,married,expensive,soccer,62006.0,response,urban
O3KJE2sv,36.0,cozily,87754.0,single,expensive,soccer,127214.0,no response,urban
AmW9BTy8,46.0,active,74281.0,married,expensive,athletics,117044.0,no response,rural
RpliBffV,23.0,cozily,24132.0,single,expensive,soccer,94239.0,no response,urban
ketxXKPO,51.0,cozily,45180.0,married,practical,soccer,76562.0,no response,urban
SVVg87oS,45.0,healthy,98225.0,married,expensive,athletics,124703.0,no response,urban
bxuYlKwj,31.0,active,17796.0,married,practical,badminton,47910.0,no response,urban
K6z0SGIW,61.0,active,38039.0,married,expensive,,98774.0,response,urban
beZgAHHP,43.0,cozily,16633.0,single,practical,athletics,72964.0,no response,urban
CKpLjryc,27.0,healthy,23226.0,single,expensive,badminton,73035.0,no response,urban
nno6cWQh,40.0,active,72709.0,married,practical,soccer,93265.0,no response,rural
EHxjOjQK,28.0,healthy,11739.0,married,expensive,soccer,78359.0,response,urban
LsWsjxM5,52.0,healthy,30478.0,married,practical,athletics,139632.0,no response,urban
2RwZvhpw,54.0,cozily,31756.0,single,practical,soccer,59313.0,no response,urban
ZIJ6S0dY,64.0,cozily,94895.0,single,practical,soccer,42474.0,no response,rural
5CbReXRH,55.0,healthy,11710.0,single,expensive,,99568.0,response,rural
TfW7PDa9,51.0,cozily,53764.0,single,practical,,99892.0,no response,urban
2kmKmymY,18.0,cozily,30900.0,single,practical,badminton,126809.0,no response,urban
xZjFO0wT,21.0,cozily,39944.0,single,practical,soccer,115641.0,no response,urban
AVKN4X6s,49.0,active,47968.0,single,expensive,athletics,91840.0,no response,urban
5LIRkBhv,29.0,active,96473.0,single,practical,athletics,77191.0,no response,urban
XQUneEk6,69.0,active,32065.0,married,expensive,badminton,74287.0,response,urban
BAzb8Ebj,59.0,healthy,35749.0,single,expensive,badminton,104591.0,response,urban
NgHpM1xw,20.0,healthy,52132.0,married,practical,soccer,80328.0,no response,rural
MO5AKK2n,34.0,active,35341.0,single,practical,soccer,131335.0,no response,urban
1ImscmsE,68.0,cozily,19131.0,single,expensive,badminton,27132.0,response,urban
9qunzrvL,61.0,active,26646.0,married,expensive,soccer,149233.0,response,urban
gXG3wSxj,40.0,healthy,22349.0,married,expensive,,34201.0,no response,rural
BX8weqyb,50.0,cozily,86243.0,married,practical,athletics,62483.0,no response,urban
PAREKyRp,28.0,cozily,55766.0,married,expensive,,77645.0,no response,urban
N0HJbJla,58.0,active,44956.0,married,practical,soccer,98008.0,response,urban
xhzAXwQT,57.0,active,68968.0,married,practical,athletics,119493.0,response,urban
e1yJ330H,56.0,cozily,33404.0,single,expensive,athletics,66172.0,response,urban
1WL7NzQr,50.0,healthy,94452.0,married,expensive,soccer,130757.0,no response,urban
0AAZSfUX,45.0,cozily,94543.0,married,practical,badminton,25835.0,no response,urban
kjc4J7Gv,51.0,cozily,94056.0,married,expensive,badminton,104695.0,no response,urban
4RGiCQop,47.0,active,71054.0,married,practical,badminton,78310.0,no response,urban
a5UfiDPG,30.0,healthy,53740.0,single,expensive,athletics,45889.0,no response,rural
B3J6PPOJ,16.0,active,91337.0,single,practical,athletics,85224.0,no response,urban
myqXCDW4,21.0,active,73800.0,single,practical,badminton,44042.0,no response,rural
IIxwQOcG,42.0,healthy,47502.0,married,practical,,26406.0,no response,urban
OQ5PnHj4,55.0,cozily,92896.0,single,expensive,soccer,63981.0,no response,urban
D1NuuZpN,42.0,cozily,27296.0,married,practical,badminton,93959.0,no response,urban
kTdoVD21,29.0,active,62037.0,married,expensive,badminton,40596.0,no response,rural
zcM5BaWO,41.0,cozily,96201.0,married,expensive,,130063.0,no response,urban
D1ULUwGM,45.0,cozily,58863.0,single,expensive,soccer,82137.0,no response,urban
W8yhgt63,41.0,healthy,19202.0,single,practical,athletics,60225.0,no response,urban
bWCkFoE8,38.0,healthy,13285.0,single,expensive,badminton,76643.0,response,urban
iHh79DNG,42.0,cozily,68953.0,married,practical,soccer,50847.0,no response,rural
KMviK4sU,48.0,healthy,92653.0,married,expensive,soccer,64027.0,no response,urban
0CkqCuPx,45.0,active,62706.0,single,expensive,badminton,60100.0,no response,rural
lRq0GbJs,55.0,healthy,96271.0,single,expensive,badminton,89183.0,no response,urban
RkfCCZPm,21.0,healthy,60259.0,single,expensive,athletics,48727.0,no response,urban
sHJSEAY2,40.0,active,61626.0,married,practical,athletics,22341.0,no response,rural
RQSzu9rE,57.0,healthy,69053.0,married,practical,,72404.0,no response,urban
h8F9UiWd,30.0,healthy,76605.0,married,practical,athletics,97661.0,no response,urban
eAJSQgBK,23.0,cozily,42322.0,married,practical,soccer,67061.0,no response,urban
yKhYAdj4,19.0,active,69076.0,single,practical,soccer,139701.0,no response,urban
KoQ2h3ym,27.0,active,21938.0,single,practical,badminton,70665.0,no response,rural
MHMZ5Joo,23.0,cozily,43320.0,married,expensive,,42137.0,response,rural
AKP4Hl2A,34.0,active,92078.0,single,expensive,athletics,139972.0,no response,urban
fuO6Xhni,47.0,healthy,50267.0,single,practical,athletics,110637.0,no response,rural
3uiKddVH,55.0,active,34693.0,married,practical,athletics,32266.0,no response,rural
AITFmaoA,47.0,cozily,73986.0,married,practical,soccer,20320.0,no response,urban
ZApgE48G,21.0,cozily,71334.0,single,practical,soccer,90950.0,response,urban
Q4M6km57,19.0,active,80909.0,married,practical,athletics,22235.0,no response,rural
FzBo9Olr,23.0,cozily,57785.0,single,expensive,athletics,97528.0,no response,urban
Xlw9s7Gt,44.0,active,93331.0,single,expensive,soccer,121080.0,no response,urban
pPlqdbLo,21.0,healthy,70828.0,single,expensive,badminton,57721.0,no response,rural
g4rMH9Oy,55.0,active,43792.0,single,practical,athletics,32607.0,no response,urban
3Witux7f,69.0,active,51058.0,married,practical,athletics,23491.0,response,rural
zYGzU2tG,62.0,active,45686.0,single,practical,badminton,101179.0,response,urban
0wONbori,33.0,active,48708.0,single,practical,athletics,128393.0,no response,rural
3O2ea9zW,30.0,cozily,51037.0,married,expensive,soccer,62169.0,no response,urban
YXGPlpaH,49.0,cozily,32853.0,single,expensive,soccer,62394.0,no response,urban
UqShUa5O,69.0,active,83768.0,married,expensive,badminton,111239.0,no response,urban
eenv2xmm,68.0,active,77405.0,married,expensive,soccer,41825.0,response,urban
N0lFLz6R,64.0,active,66352.0,married,expensive,,104635.0,response,urban
Wt37vaaW,37.0,cozily,52129.0,married,practical,badminton,85923.0,no response,urban
N0s71yGY,67.0,healthy,92516.0,married,expensive,badminton,20599.0,response,urban
NOmYe9UC,58.0,healthy,81439.0,single,practical,badminton,114931.0,response,urban
bEf0sBBB,23.0,cozily,40040.0,married,expensive,badminton,50959.0,no response,urban
yY535MYA,45.0,active,92190.0,married,expensive,soccer,30810.0,no response,rural
emSGhwpr,65.0,cozily,96677.0,married,practical,athletics,149354.0,response,urban
U0YUIlFV,32.0,healthy,77682.0,single,expensive,badminton,74380.0,no response,urban
cDc2CDmS,35.0,cozily,34969.0,married,expensive,badminton,39608.0,no response,urban
oDaaGxy1,62.0,active,59150.0,single,practical,athletics,69883.0,response,urban
bpS8Y9J3,40.0,cozily,49627.0,single,practical,,67940.0,no response,rural
JIPRlelR,20.0,healthy,96126.0,married,expensive,badminton,59481.0,no response,rural
Dt11ympP,18.0,cozily,84918.0,married,expensive,badminton,129209.0,no response,urban
g8bvkTRI,58.0,healthy,93459.0,single,expensive,soccer,70115.0,response,rural
oUj0QO3C,19.0,cozily,44352.0,married,expensive,badminton,96292.0,no response,urban
NLzqh1eI,54.0,healthy,35256.0,married,expensive,badminton,149762.0,response,rural
ya0Qeqri,47.0,active,78275.0,single,practical,soccer,31339.0,no response,rural
Cr0TSShQ,34.0,healthy,64009.0,single,expensive,athletics,66252.0,no response,rural
z319fDK6,15.0,active,26094.0,single,practical,soccer,92525.0,response,urban
Nrt55pxX,51.0,active,43312.0,married,practical,badminton,28390.0,no response,rural
gBLSLxKA,51.0,healthy,62132.0,married,expensive,,25863.0,no response,rural
mKwkGOka,37.0,active,22823.0,single,expensive,badminton,60455.0,no response,rural
1qaTTUlg,32.0,active,50866.0,single,expensive,,115954.0,no response,urban
sFs9oeWL,47.0,active,85794.0,married,expensive,soccer,121064.0,no response,urban
BklrP31E,39.0,cozily,37454.0,single,expensive,badminton,57526.0,response,urban
BydUTuIe,60.0,cozily,90598.0,married,expensive,,74705.0,response,urban
u4IOq8QS,53.0,healthy,75287.0,single,expensive,athletics,43139.0,no response,rural
EB5bB6vn,50.0,active,34336.0,single,practical,soccer,39550.0,no response,rural
XG1p7idO,57.0,active,96468.0,single,practical,badminton,49690.0,response,rural
DrUe6iur,37.0,healthy,28687.0,single,practical,soccer,90762.0,no response,urban
